订单号,客户代码（需方）,最终用户,部门代码,最早交货月,订单交货月,保产合同/非保产合同,渠道委托控货标记,制造单元,股份合同性质,品种代码,订单是否变更过(价格变更),订单是否变更过(重量变更),订单是否变更过 (交货信息变更(订单是否变更物流模板)),营销员代码,协议价格类型,渠道强制生效&延付罚息白名单维护（Q01-延付罚息白名单，Q03-强制生效管控名单）,合同是否厂商银（F-融资）,交货方式,运输方式代码,备货转销售,订单是否免息,收条是否有免息政策,收条上做买方付息，做报批件，做过折现的,订货量,订单价格(含税）,总重量,总金额(含税),本客户的平均回款天数:本客户的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该客户的平均晚回款比例：(本单客户的本次配足款时间-合同强制生效时间)/本客户的平均回款天数,本品种的平均回款天数:本品种的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该品种的平均晚回款比例：(本单品种的本次配足款时间-合同强制生效时间)/本品种的平均回款天数,总件数（按件计）,本客户历史订货总量,本客户历史订单总数（合约数）,本品种历史订单总数（合约数）,强制生效-首付款差值综合（客户）,强制生效-首付款差值综合（品种）,回款时间
X230200698,008906,008071,QB202000,202303,20230215161938,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,42.0,9279.56,42.0,399233.52,84.61266874,3.498294102,75.38231353,3.926650512,4.0,399233.52,963.0,2239,81482.0,168781.0,84.86805555555556
X230200702,008906,008071,QB202000,202303,20230215193155,N,N,J,QBA,MC,N,N,N,X59595,N,Q01,N,20.0,23.0,N,Y,N,N,19.0,9528.16,19.0,185329.04,84.61266874,3.498294102,75.38231353,3.926650512,2.0,185329.04,963.0,2239,81482.0,168781.0,84.86805555555556
X230200704,050976,008906,QB202000,202303,20230215202023,N,N,Z,QZA,MC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,23.0,9030.96,46.0,410226.16,19.55681818,14.26612435,75.38231353,3.701133421,50.0,410226.16,176.0,2239,3442.0,168781.0,67.84513888888888
X230200705,050976,008906,QB202000,202303,20230215202017,N,N,Z,QZA,MC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,23.0,11104.51,45.0,495973.95,19.55681818,14.26612435,75.38231353,3.701133421,25.0,495973.95,176.0,2239,3442.0,168781.0,67.84513888888888
X230200706,050976,008906,QB202000,202303,20230215202009,N,N,Z,QZA,MC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,23.0,9827.61,23.0,226035.03,19.55681818,14.26612435,75.38231353,3.701133421,100.0,226035.03,176.0,2239,3442.0,168781.0,67.84513888888888
X230200707,050976,008906,QB202000,202303,20230215201926,N,N,Z,QZA,LC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,18.0,7493.03,28.0,212629.84,19.55681818,14.26612435,64.70043,4.312181542,180.0,212629.84,176.0,2093,3442.0,135418.0,67.84513888888888
X230200708,050976,008906,QB202000,202303,20230215201921,N,N,Z,QZA,MC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,18.0,10579.06,137.0,1439782.72,19.55681818,14.26612435,75.38231353,3.701133421,50.0,1439782.72,176.0,2239,3442.0,168781.0,67.84513888888888
X230200710,050976,008906,QB202000,202303,20230215201622,N,N,Z,QZA,MC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,10.0,8951.86,100.0,814956.0,19.55681818,14.26612435,75.38231353,3.701133421,35.0,814956.0,176.0,2239,3442.0,168781.0,67.84513888888888
X230200711,050976,008906,QB202000,202303,20230215211538,N,N,Z,QZA,LC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,22.0,7600.38,58.0,431465.64,19.55681818,14.26612435,64.70043,4.312181542,59.936,431465.64,176.0,2093,3442.0,135418.0,67.84513888888888
X230200714,050976,008906,QB202000,202303,20230215205203,N,N,J,QZA,MC,N,N,N,X59595,N,N,N,20.0,23.0,N,N,N,N,15.0,8917.96,15.0,133769.4,19.55681818,14.31725741,75.38231353,3.714399133,1.644,133769.4,176.0,2239,3442.0,168781.0,69.08680555555556
X230200719,008906,008906,QB202000,202303,20230215205127,N,N,J,QZA,MC,N,N,N,X59595,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,12353.16,18.0,226424.88,84.61266874,3.462838418,75.38231353,3.886853378,145.0,226424.88,963.0,2239,81482.0,168781.0,82.22291666666666
X230200721,008906,008071,QB202000,202303,20230215205116,N,N,J,QZA,MC,N,N,N,X59595,N,Q01,N,20.0,23.0,N,Y,N,N,125.0,10053.61,125.0,1284951.25,84.61266874,3.462838418,75.38231353,3.886853378,285.0,1284951.25,963.0,2239,81482.0,168781.0,82.22291666666666
X230200722,008906,008071,QB202000,202303,20230215205109,N,N,J,QZA,MC,N,N,N,X59595,N,Q01,N,20.0,23.0,N,Y,N,N,41.0,9302.16,72.0,733318.02,84.61266874,3.462838418,75.38231353,3.886853378,200.0,733318.02,963.0,2239,81482.0,168781.0,82.22291666666666
X230200726,008906,008071,QB202000,202303,20230216092420,N,N,J,QZA,MC,N,N,N,X59595,N,Q01,N,20.0,23.0,N,Y,N,N,50.0,9302.16,50.0,476408.0,84.61266874,3.427382735,75.38231353,3.847056244,80.0,476408.0,963.0,2239,81482.0,168781.0,78.96458333333334
X230200737,A02146,088318,QB202000,202303,20230216095424,N,N,B,QZA,MC,N,N,N,105209,N,Q01,N,10.0,11.0,N,Y,N,N,21.0,10076.21,43.0,442995.03,53.02941176,5.581808098,75.38231353,3.926650512,25.0,442995.03,68.0,2239,3606.0,168781.0,85.02430555555556
X230200740,006962,000348,QB202300,202303,20230216101515,N,N,M,QZA,ML,N,N,N,784033,N,N,N,20.0,23.0,N,Y,N,N,40.0,7943.9,40.0,320920.0,46.18181818,6.257874016,101.2702703,2.853749666,22.0,320920.0,11.0,185,508.0,18735.0,78.18124999999999
X230200743,042274,197844,QB202000,202303,20230216103323,N,N,B,QZA,MC,N,N,N,YX8141,N,Q01,N,20.0,23.0,N,Y,N,N,150.0,9266.0,875.0,8235496.5,76.71683673,3.858344695,75.38231353,3.926650512,1.0,8235496.5,784.0,2239,60146.0,168781.0,85.02430555555556
X230200749,A07156,008906,QB202000,202303,20230216105911,N,N,Z,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,9267.13,5.0,47465.65,68.43717277,4.281299009,64.70043,4.528563411,16.0,47465.65,382.0,2093,26143.0,135418.0,82.06388888888888
X230200760,009022,008906,QB202000,202303,20230216130632,N,N,J,QZA,MC,N,N,N,786182,N,Q01,N,10.0,11.0,N,Y,N,N,25.0,8946.21,25.0,229305.25,36.09722222,8.116968065,75.38231353,3.886853378,6.0,229305.25,72.0,2239,2599.0,168781.0,82.06388888888888
X230200761,009022,008906,QB202000,202303,20230216130628,N,N,J,QZA,MC,N,N,N,786182,N,Q01,N,10.0,11.0,N,Y,N,N,60.0,9912.36,60.0,608301.6,36.09722222,8.116968065,75.38231353,3.886853378,7.0,608301.6,72.0,2239,2599.0,168781.0,82.06388888888888
X230200764,111528,111528,QB202300,202302,20230216131716,N,N,B,QZA,LK,N,N,N,784920,N,Q01,N,20.0,23.0,N,Y,N,N,400.0,6841.02,600.0,4162972.0,67.1875,4.360930233,57.64130435,5.083160475,3.0,4162972.0,16.0,92,1075.0,5303.0,82.22291666666666
X230200769,A07156,008906,QB202000,202303,20230216134926,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,10.0,7678.35,10.0,79043.5,68.43717277,4.281299009,66.61853448,4.398175407,2.0,79043.5,382.0,1856,26143.0,123644.0,82.22291666666666
X230200770,A07156,008906,QB202000,202303,20230216135024,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,7934.86,62.0,505182.32,68.43717277,4.281299009,66.61853448,4.398175407,7.0,505182.32,382.0,1856,26143.0,123644.0,82.22291666666666
X230200771,A07156,008906,QB202000,202303,20230216135913,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,50.0,6787.91,108.0,762406.48,68.43717277,4.281299009,66.61853448,4.398175407,1.0,762406.48,382.0,1856,26143.0,123644.0,82.06388888888888
X230200772,008906,008906,QB202000,202303,20230216140212,N,N,Z,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,7443.31,5.0,38346.55,84.61266874,3.462838418,66.61853448,4.398175407,1.0,38346.55,963.0,1856,81482.0,123644.0,82.06388888888888
X230200776,A07156,008906,QB202000,202303,20230216140514,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7245.56,36.0,265314.96,68.43717277,4.281299009,66.61853448,4.398175407,2.0,265314.96,382.0,1856,26143.0,123644.0,82.06388888888888
X230200780,A07156,008906,QB202000,202303,20230216141714,N,N,M,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,50.0,7109.96,50.0,366798.0,68.43717277,4.281299009,66.61853448,4.398175407,1.0,366798.0,382.0,1856,26143.0,123644.0,82.22291666666666
X230200785,A07156,008906,QB202000,202303,20230216142151,N,N,M,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,30.0,7545.01,150.0,1165651.5,68.43717277,4.281299009,66.61853448,4.398175407,4.0,1165651.5,382.0,1856,26143.0,123644.0,82.06388888888888
X230200786,A07156,008906,QB202000,202303,20230216142415,N,N,M,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,50.0,7109.96,50.0,366798.0,68.43717277,4.281299009,66.61853448,4.398175407,2.0,366798.0,382.0,1856,26143.0,123644.0,82.06388888888888
X230200791,011048,003286,QB202300,202303,20230216144134,N,N,B,QZA,TG,N,N,N,784920,N,N,N,20.0,23.0,N,Y,N,N,50.0,7337.09,200.0,1518268.0,41.875,6.734328358,47.7625,5.904213557,5.0,1518268.0,24.0,80,1005.0,3821.0,71.03611111111111
X230200794,011048,003286,QB202300,202303,20230216144304,N,N,B,QZA,TG,N,N,N,784920,N,N,N,20.0,23.0,N,Y,N,N,150.0,7676.09,150.0,1151413.5,41.875,6.734328358,47.7625,5.904213557,4.0,1151413.5,24.0,80,1005.0,3821.0,71.10347222222222
X230200811,A16858,008906,QB202000,202303,20230216150412,N,N,B,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,36.0,9708.96,36.0,357658.56,63.70949721,4.599000351,66.61853448,4.398175407,14.0,357658.56,179.0,1856,11404.0,123644.0,82.06388888888888
X230200826,010080,003874,QB202000,202303,20230216153519,N,N,B,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,7144.99,22.0,162161.78,55.01984127,5.325351605,66.61853448,4.398175407,4.0,162161.78,252.0,1856,13865.0,123644.0,82.06388888888888
X230200829,A16858,008906,QB202000,202303,20230216154418,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,13.0,6900.91,13.0,92649.83,63.70949721,4.599000351,66.61853448,4.398175407,6.0,92649.83,179.0,1856,11404.0,123644.0,82.22291666666666
X230200830,A16858,008906,QB202000,202303,20230216154212,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,370.0,7878.36,370.0,2998613.2,63.70949721,4.599000351,66.61853448,4.398175407,2.0,2998613.2,179.0,1856,11404.0,123644.0,82.06388888888888
X230200833,A16858,008906,QB202000,202303,20230216154955,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7821.86,18.0,144861.48,63.70949721,4.599000351,66.61853448,4.398175407,7.0,144861.48,179.0,1856,11404.0,123644.0,82.22291666666666
X230200836,A16858,008906,QB202000,202303,20230216155213,N,N,M,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,64.0,7545.01,64.0,497344.64,63.70949721,4.363556647,66.61853448,4.173012843,2.0,497344.64,179.0,1856,11404.0,123644.0,67.06180555555555
X230200837,003874,A12352,QB202000,202303,20230216160009,N,N,J,QZA,MC,N,N,N,784632,N,Q01,N,10.0,11.0,N,N,N,N,23.0,11136.15,23.0,257950.75,64.13664596,4.615146233,75.38231353,3.926650512,2.0,257950.75,161.0,2239,10326.0,168781.0,85.02430555555556
X230200856,008906,008071,QB202000,202303,20230216124623,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,13.0,7115.77,13.0,95443.01,84.61266874,3.427382735,75.38231353,3.847056244,4.0,95443.01,963.0,2239,81482.0,168781.0,78.96458333333334
X230200857,008906,008071,QB202000,202303,20230216110727,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,150.0,9471.66,155.0,1504832.3,84.61266874,3.427382735,75.38231353,3.847056244,2.0,1504832.3,963.0,2239,81482.0,168781.0,78.96458333333334
X230200858,008906,008906,QB202000,202303,20230215194102,N,N,J,QBA,MC,N,N,N,X59595,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,10940.66,22.0,245666.52,84.61266874,3.498294102,75.38231353,3.926650512,6.0,245666.52,963.0,2239,81482.0,168781.0,84.86805555555556
X230200859,008906,008071,QB202000,202303,20230215163338,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,130.0,9302.16,130.0,1238660.8,84.61266874,3.498294102,75.38231353,3.926650512,7.0,1238660.8,963.0,2239,81482.0,168781.0,84.86805555555556
X230200866,008906,008071,QB202000,202303,20230215154429,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,13.0,9189.16,67.0,711972.32,84.61266874,3.427382735,75.38231353,3.847056244,50.0,711972.32,963.0,2239,81482.0,168781.0,78.96458333333334
X230200867,008906,008906,QB202000,202303,20230215154131,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,50.0,11302.26,50.0,576413.0,84.61266874,3.498294102,75.38231353,3.926650512,120.0,576413.0,963.0,2239,81482.0,168781.0,84.86805555555556
X230200869,008906,008071,QB202000,202303,20230215151632,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,69.0,9132.66,69.0,645747.54,84.61266874,3.498294102,75.38231353,3.926650512,25.0,645747.54,963.0,2239,81482.0,168781.0,84.86805555555556
X230200872,008906,008071,QB202000,202303,20230215144719,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,11166.66,10.0,113757.1,84.61266874,3.427382735,75.38231353,3.847056244,51.0,113757.1,963.0,2239,81482.0,168781.0,78.96805555555555
X230200873,008906,008071,QB202000,202303,20230215144309,N,N,B,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,17.0,9019.66,36.0,332843.76,84.61266874,3.498294102,75.38231353,3.926650512,60.0,332843.76,963.0,2239,81482.0,168781.0,84.86805555555556
X230200875,008906,008071,QB202000,202303,20230215141922,N,N,J,QBA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,162.0,9562.06,162.0,1585665.72,84.61266874,3.498294102,75.38231353,3.926650512,27.0,1585665.72,963.0,2239,81482.0,168781.0,84.86805555555556
X230200881,050976,008906,QB202000,202303,20230216204018,N,N,Z,QZA,X0,N,N,N,YX9595,N,N,N,20.0,23.0,N,N,N,N,23.0,6697.51,46.0,306785.96,19.55681818,14.31725741,66.61853448,4.203034518,100.0,306785.96,176.0,1856,3442.0,123644.0,69.08680555555556
X230200883,050976,008906,QB202000,202303,20230216204006,N,N,Z,QZA,X0,N,N,N,YX9595,N,N,N,20.0,23.0,N,N,N,N,18.0,7268.16,148.0,1054217.68,19.55681818,14.31725741,66.61853448,4.203034518,100.0,1054217.68,176.0,1856,3442.0,123644.0,69.08680555555556
X230200888,206000,113717,QB202500,202303,20230217080333,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,9.75,4857.5,345.073,1658290.25,76.568,3.735241877,59.58059211,4.800220842,100.0,1658290.25,125.0,608,9571.0,36225.0,75.22222222222221
X230200889,206000,113717,QB202500,202303,20230217080430,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,7.065,4800.03,902.957,4260075.82,76.568,3.735241877,59.58059211,4.800220842,100.0,4260075.82,125.0,608,9571.0,36225.0,75.22222222222221
X230200891,206000,113717,QB202500,202303,20230217080632,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,1.356,5234.64,54.383,266578.78,76.568,3.72218159,59.58059211,4.783436853,25.0,266578.78,125.0,608,9571.0,36225.0,74.22638888888889
X230200892,206000,113717,QB202500,202303,20230217081412,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,24.668,4684.06,413.076,1940041.35,76.568,3.735241877,59.58059211,4.800220842,20.0,1940041.35,125.0,608,9571.0,36225.0,75.22222222222221
X230200893,206000,113717,QB202500,202303,20230217081426,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,8.336,4948.26,148.688,763981.37,76.568,3.735241877,59.58059211,4.800220842,100.0,763981.37,125.0,608,9571.0,36225.0,75.22222222222221
X230200894,206000,113717,QB202500,202303,20230217081502,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,7.85,5253.8,299.713,1414954.32,76.568,3.735241877,59.58059211,4.800220842,40.0,1414954.32,125.0,608,9571.0,36225.0,75.22222222222221
X230200895,206000,113717,QB202500,202303,20230217081640,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,0.848,5201.36,549.487,2622332.89,76.568,3.735241877,59.58059211,4.800220842,50.0,2622332.89,125.0,608,9571.0,36225.0,75.22222222222221
X230200896,009022,008906,QB202000,202303,20230217083749,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,25.0,10788.11,50.0,551553.0,36.09722222,8.116968065,75.38231353,3.886853378,100.0,551553.0,72.0,2239,2599.0,168781.0,82.22291666666666
X230200902,206000,113717,QB202500,202303,20230217091416,N,N,Z,QZA,J0,N,N,N,785272,N,N,N,20.0,23.0,N,Y,N,N,1.696,5461.52,159.587,856192.36,76.568,3.72218159,59.58059211,4.783436853,22.0,856192.36,125.0,608,9571.0,36225.0,74.22638888888889
X230200907,008906,008071,QB202000,202303,20230216134805,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,10.0,10997.16,10.0,112231.6,84.61266874,3.462838418,75.38231353,3.886853378,20.0,112231.6,963.0,2239,81482.0,168781.0,82.22291666666666
X230200912,050976,008906,QB202000,202303,20230217092742,N,N,J,QZA,MC,N,N,N,YX9595,N,N,N,20.0,23.0,N,N,N,N,23.0,9223.06,23.0,212130.38,19.55681818,14.31725741,75.38231353,3.714399133,200.0,212130.38,176.0,2239,3442.0,168781.0,69.08680555555556
X230200914,046768,000327,QB202100,202303,20230217095400,N,N,B,QZA,N0,N,N,N,784666,N,N,N,20.0,23.0,N,Y,N,N,22.0,10481.88,22.0,235573.36,98.66666667,2.969594595,54.82336182,5.344436938,250.0,235573.36,9.0,351,888.0,19243.0,82.06388888888888
X230200923,A16858,008906,QB202000,202303,20230217105205,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,8486.3,36.0,357475.5,63.70949721,4.599000351,75.38231353,3.886853378,350.0,357475.5,179.0,2239,11404.0,168781.0,82.22291666666666
X230200924,005833,405841,QB202100,202303,20230217104729,N,A,C,QZA,N0,N,N,N,784666,N,N,N,20.0,23.0,N,Y,N,N,40.0,5843.23,100.0,594263.0,59.24242424,5.030179028,54.82336182,5.435638934,500.0,594263.0,33.0,351,1955.0,19243.0,87.01944444444445
X230200928,000015,000015,QB202000,202303,20230217104028,N,A,C,QZA,NC,N,N,N,YX5474,N,Q01,N,20.0,23.0,N,Y,N,N,27.0,6883.96,61.0,426283.46,82.64516129,3.545277127,22.16666667,13.21804511,50.0,426283.46,62.0,6,5124.0,133.0,82.22291666666666
X230200930,002986,002986,QB202300,202303,20230217112113,N,A,B,QZA,T0,N,N,N,784920,N,Q01,N,20.0,23.0,N,Y,N,N,100.0,7793.61,350.0,2792173.5,51.27027027,5.714812862,56.66350711,5.170876547,200.0,2792173.5,37.0,422,1897.0,23912.0,82.06388888888888
X230200947,078898,078898,QB202500,202303,20230217132346,N,N,Z,QZA,J0,N,N,N,784761,N,Q01,N,20.0,22.0,N,Y,N,N,35.44,4704.19,360.59,1739564.01,56.5,3.752212389,59.58059211,3.558205659,250.0,1739564.01,14.0,608,791.0,36225.0,72.99722222222222
X230200954,176252,466929,QB202300,202303,20230217143501,N,A,Z,QZA,S0,N,N,N,786123,N,N,N,20.0,23.0,N,Y,N,N,100.0,6204.83,100.0,628393.0,64.22222222,4.453287197,43.39791667,6.5901781,100.0,628393.0,9.0,480,578.0,20831.0,75.22222222222221
X230200958,003140,003140,QB202300,202303,20230217145812,N,N,M,QZA,T0,N,N,N,E85594,N,Q01,N,20.0,23.0,N,Y,N,N,30.0,8326.18,310.0,2536593.8,46.76190476,6.265784114,56.66350711,5.170876547,36.0,2536593.8,21.0,422,982.0,23912.0,82.22291666666666
X230200963,A18113,000015,QB202000,202303,20230217150724,N,N,J,QZA,LC,N,N,N,YX5474,N,Q03,N,10.0,11.0,N,N,N,N,28.0,5645.48,60.0,342932.4,37.67741935,7.776541096,64.70043,4.528563411,500.0,342932.4,31.0,2093,1168.0,135418.0,82.06388888888888
X230200965,003140,003140,QB202300,202303,20230217151900,N,N,M,QZA,T0,N,N,N,E85594,N,Q01,N,20.0,21.0,N,Y,N,N,90.0,7981.19,940.0,7536840.1,46.76190476,6.223014257,56.66350711,5.135580462,500.0,7536840.1,21.0,422,982.0,23912.0,80.20625
X230200966,003140,003140,QB202300,202303,20230217152555,N,A,M,QZA,T0,N,N,N,E85594,N,Q01,N,20.0,21.0,N,Y,N,N,60.0,8225.27,270.0,2242179.9,46.76190476,6.265784114,56.66350711,5.170876547,45.0,2242179.9,21.0,422,982.0,23912.0,82.22291666666666
X230200968,333135,333135,QB202300,202303,20230217152550,N,N,M,QZA,T0,N,N,N,784920,N,N,F,20.0,23.0,N,Y,N,N,15.0,8797.05,30.0,266962.5,41.22580645,7.107198748,56.66350711,5.170876547,200.0,266962.5,31.0,422,1278.0,23912.0,82.22291666666666
X230200970,A18113,000015,QB202000,202303,20230217152640,N,N,J,QZA,LC,N,N,N,YX5474,N,Q03,N,10.0,11.0,N,N,N,N,30.0,5506.49,283.0,1524798.27,37.67741935,7.776541096,64.70043,4.528563411,110.0,1524798.27,31.0,2093,1168.0,135418.0,82.22291666666666
X230200977,262962,043740,QB202300,202303,20230217154549,N,N,Z,QZA,O0,N,N,N,YX4316,N,N,N,20.0,21.0,N,Y,N,N,4.0,11660.47,4.0,46958.28,92.43589744,3.169764216,67.4570185,4.343506525,50.0,46958.28,39.0,919,3605.0,61993.0,82.22291666666666
X230200979,A05709,A05709,QB202300,202303,20230217161435,N,N,Z,QZA,O0,N,N,N,YX4316,N,Q01,N,20.0,23.0,N,Y,N,N,50.0,7375.51,350.0,2558263.5,63.94680851,4.581933123,67.4570185,4.343506525,50.0,2558263.5,188.0,919,12022.0,61993.0,82.06388888888888
X230200980,092130,092130,QB202300,202303,20230217160351,N,N,Z,QZA,S0,N,N,N,786123,N,Q01,N,20.0,23.0,N,Y,N,N,1200.0,5922.33,2500.0,15840905.0,48.76595745,6.008289703,43.39791667,6.751476165,200.0,15840905.0,47.0,480,2292.0,20831.0,82.22291666666666
X230200983,262962,043740,QB202300,202303,20230217162213,N,N,Z,QZA,O0,N,N,N,YX4316,N,N,N,20.0,21.0,N,Y,N,N,30.0,8575.57,30.0,259640.1,92.43589744,3.169764216,67.4570185,4.343506525,23.0,259640.1,39.0,919,3605.0,61993.0,82.06388888888888
X230200984,042690,042690,QB202300,202303,20230217162328,N,N,K,QZA,T0,N,N,N,784920,N,N,N,20.0,23.0,N,Y,N,N,30.0,7261.38,345.0,2367542.1,127.1428571,2.288764045,56.66350711,5.135580462,23.0,2367542.1,7.0,422,890.0,23912.0,80.20625
X230200990,011048,003286,QB202300,202303,20230217164057,N,N,B,QSA,TG,N,N,N,E85594,N,N,N,20.0,23.0,N,Y,N,N,150.0,8707.78,150.0,1306167.0,41.875,6.686567164,47.7625,5.862339702,25.0,1306167.0,24.0,80,1005.0,3821.0,69.08680555555556
X230200993,011048,003286,QB202300,202303,20230217164458,N,N,B,QSA,TG,N,N,N,E85594,N,N,N,20.0,23.0,N,Y,N,N,150.0,8809.48,150.0,1321422.0,41.875,6.686567164,47.7625,5.862339702,50.0,1321422.0,24.0,80,1005.0,3821.0,69.08680555555556
X230200996,052370,059232,QB202000,202303,20230217165507,N,N,Z,QZA,X0,N,N,N,105209,N,Q01,N,20.0,23.0,N,Y,N,N,20.0,5987.87,144.0,847857.08,61.71980676,4.698653726,66.61853448,4.353142894,50.0,847857.08,621.0,1856,38328.0,123644.0,78.96458333333334
X230200997,052362,191255,QB202100,202303,20230217170100,N,N,Z,QZA,M0,N,N,N,784588,N,N,N,20.0,23.0,N,Y,N,N,250.0,6019.51,350.0,2106263.5,22.8125,12.84383562,44.94050343,6.519731147,25.0,2106263.5,16.0,437,365.0,19639.0,82.06388888888888
X230200998,002585,002585,QB202300,202305,20230217170359,N,N,Z,QZA,S0,N,N,N,786123,N,Q01,N,20.0,23.0,N,Y,N,N,500.0,5046.58,800.0,4064384.0,67.15,4.42293373,43.39791667,6.843646488,50.0,4064384.0,20.0,480,1343.0,20831.0,85.85000000000001
X230201001,003140,003140,QB202300,202303,20230217170832,N,A,K,QZA,T0,N,N,N,E85594,N,Q01,N,20.0,21.0,N,Y,N,N,30.0,7985.71,30.0,241944.3,46.76190476,6.223014257,56.66350711,5.135580462,25.0,241944.3,21.0,422,982.0,23912.0,80.20625
X230201009,079217,079217,QB202100,202303,20230217174642,N,N,C,QZA,N0,N,N,N,784666,N,Q03,N,20.0,22.0,N,Y,N,N,150.0,5848.88,262.0,1535954.76,98.70422535,2.938070776,54.82336182,5.289715741,50.0,1535954.76,71.0,351,7008.0,19243.0,78.96805555555555
X230201019,050976,008906,QB202000,202303,20230220094527,N,N,Z,QZA,MC,N,N,N,YX9595,N,N,N,20.0,23.0,N,N,N,N,40.0,9200.46,81.0,736253.76,19.55681818,14.26612435,75.38231353,3.701133421,100.0,736253.76,176.0,2239,3442.0,168781.0,67.84513888888888
X230201021,068311,068311,QB202300,202303,20230220102623,N,N,Z,QZA,ML,N,N,N,784033,N,N,F,20.0,23.0,N,Y,N,N,200.0,6681.69,300.0,2041797.0,97.52941176,2.963208685,101.2702703,2.853749666,300.0,2041797.0,34.0,185,3316.0,18735.0,78.18124999999999
X230201026,149289,149289,QB202300,202303,20230220112417,N,A,Z,QZA,O0,N,N,N,YX4316,N,N,N,20.0,21.0,N,Y,N,N,100.0,8821.91,151.0,1321317.61,29.2,9.931506849,67.4570185,4.299033762,200.0,1321317.61,10.0,919,292.0,61993.0,78.96458333333334
X230201039,005833,405841,QB202100,202303,20230220134224,N,A,B,QZA,N0,N,N,N,784666,N,N,N,20.0,23.0,N,Y,N,N,60.0,5952.84,360.0,2219822.4,59.24242424,4.895140665,54.82336182,5.289715741,100.0,2219822.4,33.0,351,1955.0,19243.0,78.96458333333334
