订单号,客户代码（需方）,最终用户,部门代码,最早交货月,订单交货月,保产合同/非保产合同,渠道委托控货标记,制造单元,股份合同性质,品种代码,订单是否变更过(价格变更),订单是否变更过(重量变更),订单是否变更过 (交货信息变更(订单是否变更物流模板)),营销员代码,协议价格类型,渠道强制生效&延付罚息白名单维护（Q01-延付罚息白名单，Q03-强制生效管控名单）,合同是否厂商银（F-融资）,交货方式,运输方式代码,备货转销售,订单是否免息,收条是否有免息政策,收条上做买方付息，做报批件，做过折现的,订货量,订单价格(含税）,总重量,总金额(含税),本客户的平均回款天数:本客户的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该客户的平均晚回款比例：(本单客户的本次配足款时间-合同强制生效时间)/本客户的平均回款天数,本品种的平均回款天数:本品种的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该品种的平均晚回款比例：(本单品种的本次配足款时间-合同强制生效时间)/本品种的平均回款天数,总件数（按件计）,本客户历史订货总量,本客户历史订单总数（合约数）,本品种历史订单总数（合约数）,强制生效-首付款差值综合（客户）,强制生效-首付款差值综合（品种）,回款时间
X230200199,917003,138641,QB202500,202303,20230206125448,N,A,Z,QZA,J0,N,N,N,E73005,N,Q03,N,20.0,23.0,N,Y,N,N,72.462,5388.97,2730.16,13912736.14,127.8280255,2.229558025,59.58059211,4.783436853,250.0,13912736.14,314.0,608,40138.0,36225.0,74.22638888888889
X230200238,052370,011022,QB202000,202303,20230207132825,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,Y,N,N,20.0,8268.21,20.0,169884.2,61.71980676,4.860676268,64.70043,4.636754346,100.0,169884.2,621.0,2093,38328.0,135418.0,89.10625
X230200247,052370,011022,QB202000,202303,20230207135115,N,N,B,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,Y,N,N,37.0,8680.66,37.0,329546.42,61.71980676,4.860676268,64.70043,4.636754346,8.0,329546.42,621.0,2093,38328.0,135418.0,89.10625
X230200273,052370,008906,QB202000,202303,20230208095311,N,N,Z,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,60.0,8063.68,135.0,1100744.3,61.71980676,4.860676268,64.70043,4.636754346,18.0,1100744.3,621.0,2093,38328.0,135418.0,89.10625
X230200322,032610,010019,QB202000,202303,20230208140041,N,N,B,QZA,LC,N,N,N,784184,N,N,N,20.0,23.0,N,N,N,N,13.0,8551.84,13.0,111173.92,46.5625,6.29261745,64.70043,4.528563411,48.0,111173.92,64.0,2093,2980.0,135418.0,81.81944444444444
X230200324,032610,010019,QB202000,202303,20230208135956,N,N,B,QZA,LC,N,N,N,784184,N,N,N,20.0,23.0,N,N,N,N,18.0,8438.84,31.0,267039.34,46.5625,6.29261745,64.70043,4.528563411,36.0,267039.34,64.0,2093,2980.0,135418.0,81.81944444444444
X230200331,032610,010019,QB202000,202303,20230208144235,N,N,Z,QZA,LC,N,N,N,784184,N,N,N,20.0,23.0,N,N,N,N,22.0,7766.49,62.0,490788.38,46.5625,6.29261745,64.70043,4.528563411,26.0,490788.38,64.0,2093,2980.0,135418.0,81.81944444444444
X230200333,032610,010019,QB202000,202303,20230208144206,N,N,Z,QZA,MC,N,N,N,784184,N,N,N,20.0,23.0,N,N,N,N,45.0,9208.37,90.0,858754.8,46.5625,6.29261745,75.38231353,3.886853378,150.0,858754.8,64.0,2239,2980.0,168781.0,81.81875000000001
X230200335,112218,007211,QB202500,202303,20230208145822,N,A,Z,QZA,J0,N,N,N,E81619,N,N,N,20.0,23.0,N,Y,N,N,18.54,5060.73,585.078,2917291.22,72.42857143,4.142011834,59.58059211,5.035196687,150.0,2917291.22,14.0,608,1014.0,36225.0,89.10625
X230200346,008906,008071,QB202000,202303,20230208150920,N,N,J,QZA,LC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,35.0,8560.88,35.0,307540.8,84.61266874,3.545568346,64.70043,4.636754346,200.0,307540.8,963.0,2093,81482.0,135418.0,89.10625
X230200354,003015,003015,QB202300,202303,20230208162007,N,N,M,QZA,T0,N,N,N,784920,N,N,N,20.0,23.0,N,Y,N,N,48.0,7697.06,196.0,1427489.76,90.78947368,3.304347826,56.66350711,5.294412847,50.0,1427489.76,19.0,422,1725.0,23912.0,89.10625
X230200369,007821,183368,QB202000,202303,20230209130805,N,N,Z,QZA,MC,N,N,N,784334,N,Q03,N,20.0,23.0,N,Y,N,N,25.0,11070.61,25.0,282415.25,23.50387597,12.1682058,75.38231353,3.7939934,50.0,282415.25,129.0,2239,3032.0,168781.0,75.06388888888888
X230200370,007821,183368,QB202000,202303,20230209131205,N,N,Z,QZA,LC,N,N,N,784334,N,Q03,N,20.0,22.0,N,Y,N,N,20.0,7984.58,20.0,161273.6,23.50387597,12.63621372,64.70043,4.590386802,70.0,161273.6,129.0,2093,3032.0,135418.0,86.18333333333334
X230200379,003140,003140,QB202300,202303,20230209154159,N,N,M,QZA,T0,N,N,N,784920,N,Q01,N,20.0,23.0,N,Y,N,N,360.0,8163.46,390.0,3214598.4,46.76190476,6.415478615,56.66350711,5.294412847,9.0,3214598.4,21.0,422,982.0,23912.0,89.10625
X230200380,A05709,A05709,QB202300,202303,20230209154137,N,N,C,QZA,O0,N,N,N,YX4316,N,Q01,N,20.0,21.0,N,Y,N,N,55.0,9905.58,55.0,549157.4,63.94680851,4.691399102,67.4570185,4.447276305,8.0,549157.4,188.0,919,12022.0,61993.0,89.10625
X230200382,008906,008906,QB202000,202303,20230209161205,N,N,Z,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7934.86,18.0,146895.48,84.61266874,3.498294102,66.61853448,4.44320792,25.0,146895.48,963.0,1856,81482.0,123644.0,85.02430555555556
X230200383,008906,008906,QB202000,202303,20230209161103,N,N,B,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,60.0,7149.51,60.0,442530.6,84.61266874,3.498294102,66.61853448,4.44320792,107.0,442530.6,963.0,1856,81482.0,123644.0,85.02430555555556
X230200384,003140,003140,QB202300,202303,20230209161005,N,A,K,QZA,T0,N,N,N,784920,N,Q01,N,20.0,21.0,N,Y,N,N,30.0,7985.71,30.0,241944.3,46.76190476,6.415478615,56.66350711,5.294412847,31.0,241944.3,21.0,422,982.0,23912.0,89.10625
X230200390,008906,008906,QB202000,202303,20230209161930,N,N,M,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,25.0,7669.31,25.0,197382.75,84.61266874,3.498294102,66.61853448,4.44320792,70.0,197382.75,963.0,1856,81482.0,123644.0,85.02430555555556
X230200394,008906,008906,QB202000,202303,20230209161805,N,N,B,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,8737.16,5.0,44815.8,84.61266874,3.498294102,66.61853448,4.44320792,22.0,44815.8,963.0,1856,81482.0,123644.0,85.02430555555556
X230200395,008906,008906,QB202000,202303,20230209161712,N,N,B,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,7460.26,49.0,379508.24,84.61266874,3.498294102,66.61853448,4.44320792,120.0,379508.24,963.0,1856,81482.0,123644.0,85.02430555555556
X230200397,008906,008906,QB202000,202303,20230209162441,N,N,B,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,13.0,9675.06,13.0,128713.78,84.61266874,3.498294102,66.61853448,4.44320792,50.0,128713.78,963.0,1856,81482.0,123644.0,85.02430555555556
X230200399,008906,008906,QB202000,202303,20230209160941,N,N,Z,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,7618.46,5.0,39222.3,84.61266874,3.498294102,66.61853448,4.44320792,25.0,39222.3,963.0,1856,81482.0,123644.0,85.02430555555556
X230200400,008906,008906,QB202000,202303,20230209163112,N,N,Z,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,10.0,8183.46,38.0,316101.68,84.61266874,3.498294102,66.61853448,4.44320792,25.0,316101.68,963.0,1856,81482.0,123644.0,85.02430555555556
X230200401,008906,008906,QB202000,202303,20230209162428,N,N,Z,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7991.36,193.0,1592730.48,84.61266874,3.498294102,66.61853448,4.44320792,50.0,1592730.48,963.0,1856,81482.0,123644.0,85.02430555555556
X230200403,008906,008906,QB202000,202303,20230209164814,N,N,B,QZA,X0,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,25.0,9482.96,91.0,887255.66,84.61266874,3.498294102,66.61853448,4.44320792,27.0,887255.66,963.0,1856,81482.0,123644.0,85.02430555555556
X230200416,239811,289933,QB202100,202303,20230210133309,N,N,M,QZA,X0,N,N,N,784589,N,N,N,20.0,23.0,N,Y,N,N,25.0,4735.99,100.0,481509.0,41.0625,7.305936073,66.61853448,4.50325127,175.0,481509.0,32.0,1856,1314.0,123644.0,89.10625
X230200423,217992,217992,QB202300,202303,20230210142811,N,N,K,QZA,T0,N,N,N,784920,N,Q01,N,20.0,23.0,N,Y,N,N,100.0,9232.1,100.0,931120.0,112.1111111,2.675916749,56.66350711,5.294412847,200.0,931120.0,9.0,422,1009.0,23912.0,89.10625
X230200424,003140,003140,QB202300,202303,20230210142658,N,N,M,QZA,T0,N,N,N,784920,N,Q01,N,20.0,23.0,N,Y,N,N,60.0,8225.27,60.0,498262.2,46.76190476,6.415478615,56.66350711,5.294412847,200.0,498262.2,21.0,422,982.0,23912.0,89.10625
X230200429,128006,128006,QB202300,202303,20230210161104,N,N,Z,QZA,O0,N,N,N,YX4316,N,N,F,20.0,23.0,N,Y,N,N,50.0,7387.94,100.0,739359.0,25.65116279,11.69537625,67.4570185,4.447276305,100.0,739359.0,43.0,919,1103.0,61993.0,89.10625
X230200430,010019,003731,QB202000,202303,20230210161702,N,N,B,QZA,X0,N,N,N,784184,N,Q01,N,20.0,23.0,N,N,N,N,25.0,7782.31,90.0,688147.4,98.77419355,3.037230568,66.61853448,4.50325127,60.0,688147.4,310.0,1856,30620.0,123644.0,89.10625
X230200434,262962,043740,QB202300,202303,20230210164156,N,N,Z,QZA,O0,N,N,N,YX4316,N,N,N,20.0,21.0,N,Y,N,N,40.0,10304.47,40.0,415342.8,92.43589744,3.213037448,67.4570185,4.402803542,60.0,415342.8,39.0,919,3605.0,61993.0,86.18333333333334
X230200439,128006,128006,QB202300,202303,20230210165458,N,N,B,QZA,O0,N,N,N,YX4316,N,N,F,20.0,23.0,N,Y,N,N,87.0,8845.64,106.0,955683.94,25.65116279,11.69537625,67.4570185,4.447276305,25.0,955683.94,43.0,919,1103.0,61993.0,89.10625
X230200457,A16858,003874,QB202000,202303,20230213091901,N,N,M,QZA,X0,N,N,N,784632,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7212.79,59.0,440753.11,63.70949721,4.646089092,66.61853448,4.44320792,490.0,440753.11,179.0,1856,11404.0,123644.0,85.02430555555556
X230200459,068301,086141,QB202000,202303,20230213093344,N,N,B,QZA,MC,N,N,N,784632,N,N,N,20.0,22.0,N,Y,N,N,25.0,11402.83,25.0,290720.75,43.35051546,6.828061831,75.38231353,3.926650512,100.0,290720.75,97.0,2239,4205.0,168781.0,85.02430555555556
X230200461,A05709,A05709,QB202300,202303,20230213094607,N,N,C,QZA,O0,N,N,N,YX4316,N,Q01,N,20.0,21.0,N,Y,N,N,38.0,9713.48,38.0,372118.04,63.94680851,4.644485111,67.4570185,4.402803542,200.0,372118.04,188.0,919,12022.0,61993.0,86.18333333333334
X230200482,008363,008363,QB202300,202303,20230213134456,N,N,Z,QZA,O0,N,N,N,YX4316,N,N,F,20.0,23.0,N,Y,N,N,130.0,7352.91,130.0,966161.3,36.57920792,8.119366626,67.4570185,4.402803542,100.0,966161.3,202.0,919,7389.0,61993.0,86.18333333333334
X230200483,007390,007390,QB202300,202303,20230213142347,N,N,Z,QZA,O0,N,N,N,YX4316,N,N,F,20.0,23.0,N,Y,N,N,400.0,7183.41,400.0,2905004.0,77.18181818,3.848056537,67.4570185,4.402803542,100.0,2905004.0,11.0,919,849.0,61993.0,86.18333333333334
X230200488,917003,138641,QB202500,202303,20230213145004,N,A,Z,QZA,J0,N,N,N,E73005,N,Q03,N,20.0,23.0,N,Y,N,N,4.626,5535.87,4.626,25608.93,127.8280255,2.276496088,59.58059211,4.884140787,100.0,25608.93,314.0,608,40138.0,36225.0,80.20625
X230200501,175569,175569,QB202300,202303,20230213164704,N,N,K,QZA,T0,N,N,N,784920,N,Q01,N,20.0,23.0,N,Y,N,N,125.0,9488.61,355.0,3395542.65,57.75,5.142857143,56.66350711,5.241468719,100.0,3395542.65,12.0,422,693.0,23912.0,86.18333333333334
X230200515,002983,002983,QB202300,202303,20230214102201,N,N,M,QZA,T0,N,N,N,784920,N,N,N,20.0,23.0,N,Y,Y,N,100.0,7542.75,100.0,754275.0,41.6,6.778846154,56.66350711,4.976748076,50.0,754275.0,5.0,422,208.0,23912.0,70.94444444444444
X230200524,052370,008071,QB202000,202303,20230214122145,N,N,C,QSA,LC,N,N,N,786182,N,Q01,N,20.0,22.0,N,Y,N,N,5.0,8928.13,5.0,45036.15,61.71980676,4.747260488,64.70043,4.528563411,17.0,45036.15,621.0,2093,38328.0,135418.0,82.06388888888888
X230200543,010080,010127,QB202000,202303,20230214150111,N,N,J,QZA,LC,N,N,N,105209,N,Q01,N,20.0,23.0,N,Y,N,N,33.0,8550.71,33.0,289631.43,55.01984127,5.379877389,64.70043,4.574930955,2.0,289631.43,252.0,2093,13865.0,135418.0,85.02430555555556
X230200548,050819,005138,QB202300,202303,20230214153808,N,N,C,QZA,O0,N,N,N,YX4316,N,Q01,F,20.0,21.0,N,Y,N,N,160.0,10504.48,160.0,1693372.8,90.3046595,3.288866839,67.4570185,4.402803542,3.0,1693372.8,279.0,919,25195.0,61993.0,86.18333333333334
X230200550,A09635,A09635,QB202100,202303,20230214153922,N,N,Z,QZA,M0,N,N,N,784588,N,N,N,20.0,23.0,N,Y,N,N,200.0,5534.74,250.0,1396680.0,55.86206897,5.209259259,44.94050343,6.475227863,2.0,1396680.0,29.0,437,1620.0,19639.0,80.20625
X230200556,050819,005138,QB202300,202303,20230214155558,N,N,C,QZA,O0,N,N,N,YX4316,N,Q01,N,20.0,21.0,N,Y,N,N,260.0,6854.58,260.0,1802756.8,90.3046595,3.288866839,67.4570185,4.402803542,4.0,1802756.8,279.0,919,25195.0,61993.0,86.18333333333334
X230200557,050819,005138,QB202300,202303,20230214161503,N,N,C,QZA,O0,N,N,N,YX4316,N,Q01,F,20.0,21.0,N,Y,N,N,300.0,6854.58,300.0,2080104.0,90.3046595,3.288866839,67.4570185,4.402803542,2.0,2080104.0,279.0,919,25195.0,61993.0,86.18333333333334
X230200561,008363,008363,QB202300,202303,20230214165459,N,N,B,QZA,O0,N,N,N,YX4316,N,N,F,20.0,23.0,N,Y,N,N,123.0,7885.14,211.0,1732163.44,36.57920792,7.955339017,67.4570185,4.313858016,2.0,1732163.44,202.0,919,7389.0,61993.0,80.20625
X230200564,010080,008906,QB202000,202303,20230214171307,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,22.0,N,Y,N,N,20.0,10584.71,45.0,502443.2,55.01984127,5.379877389,75.38231353,3.926650512,1.0,502443.2,252.0,2239,13865.0,168781.0,85.02430555555556
X230200568,010988,010988,QB202300,202303,20230214172141,N,N,M,QZA,T0,N,N,N,784920,N,N,N,20.0,23.0,N,Y,N,N,48.0,6899.78,148.0,1067497.44,65.85714286,4.327548807,56.66350711,5.029692205,1.0,1067497.44,7.0,422,461.0,23912.0,73.90486111111112
X230200570,010988,010988,QB202300,202303,20230214171559,N,N,M,QZA,T0,N,N,N,784920,N,N,N,20.0,23.0,N,Y,N,N,130.0,7250.08,166.0,1197411.28,65.85714286,4.327548807,56.66350711,5.029692205,1.0,1197411.28,7.0,422,461.0,23912.0,73.90486111111112
X230200573,A16858,008906,QB202000,202303,20230214142605,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,9805.01,18.0,180558.18,63.70949721,4.599000351,75.38231353,3.886853378,1.0,180558.18,179.0,2239,11404.0,168781.0,82.22291666666666
X230200576,A16858,008906,QB202000,202303,20230214142700,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,8847.9,18.0,163330.2,63.70949721,4.599000351,75.38231353,3.886853378,1.0,163330.2,179.0,2239,11404.0,168781.0,82.22291666666666
X230200578,039574,008906,QB202000,202303,20230215074814,N,N,J,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,23.0,11646.91,23.0,280873.93,50.40384615,5.813048455,75.38231353,3.886853378,1.0,280873.93,52.0,2239,2621.0,168781.0,82.22291666666666
X230200591,032610,010019,QB202000,202303,20230215094901,N,N,J,QZA,MC,N,N,N,784184,N,N,N,20.0,21.0,N,N,N,N,10.0,10570.02,10.0,105700.2,46.5625,6.056375839,75.38231353,3.740930555,1.0,105700.2,64.0,2239,2980.0,168781.0,70.94444444444444
X230200597,042274,038489,QB202000,202303,20230215110917,N,N,B,QZA,MC,N,N,N,YX8141,N,Q01,N,20.0,23.0,N,Y,N,N,27.0,11533.91,49.0,574992.59,76.71683673,3.780135005,75.38231353,3.847056244,1.0,574992.59,784.0,2239,60146.0,168781.0,78.96458333333334
X230200600,032241,088442,QB202000,202303,20230215113638,N,N,C,QZA,LC,N,N,N,784632,N,Q01,N,20.0,21.0,N,Y,N,N,16.0,8490.82,48.0,411175.36,52.91044776,5.594358251,64.70043,4.574930955,1.0,411175.36,67.0,2093,3545.0,135418.0,85.02430555555556
X230200602,008906,008906,QB202000,202303,20230215125344,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,45.0,9223.06,45.0,425207.7,84.61266874,3.462838418,75.38231353,3.886853378,20.0,425207.7,963.0,2239,81482.0,168781.0,82.06388888888888
X230200612,008363,008363,QB202300,202303,20230215140303,N,N,Z,QZA,O0,N,N,N,YX4316,N,N,N,20.0,23.0,N,Y,N,N,25.5,8143.91,31.2,260422.52,36.57920792,7.955339017,67.4570185,4.313858016,25.0,260422.52,202.0,919,7389.0,61993.0,80.20625
X230200613,008906,008071,QB202000,202303,20230215141623,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,120.0,10053.61,120.0,1233553.2,84.61266874,3.462838418,75.38231353,3.886853378,35.0,1233553.2,963.0,2239,81482.0,168781.0,82.06388888888888
X230200615,008906,008906,QB202000,202303,20230215142551,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,140.0,10827.66,140.0,1547512.4,84.61266874,3.462838418,75.38231353,3.886853378,25.0,1547512.4,963.0,2239,81482.0,168781.0,82.06388888888888
X230200617,008906,008071,QB202000,202303,20230215143851,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,140.0,12528.31,175.0,2227258.25,84.61266874,3.462838418,75.38231353,3.886853378,10.0,2227258.25,963.0,2239,81482.0,168781.0,82.06388888888888
X230200618,008906,008906,QB202000,202303,20230215143944,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,10805.06,22.0,242683.32,84.61266874,3.462838418,75.38231353,3.886853378,25.0,242683.32,963.0,2239,81482.0,168781.0,82.06388888888888
X230200619,008906,008071,QB202000,202303,20230215144930,N,N,B,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,9731.56,5.0,49787.8,84.61266874,3.439201296,75.38231353,3.860321956,25.0,49787.8,963.0,2239,81482.0,168781.0,80.20625
X230200621,008906,008071,QB202000,202303,20230215145146,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,13.0,9336.06,13.0,124306.78,84.61266874,3.462838418,75.38231353,3.886853378,2.0,124306.78,963.0,2239,81482.0,168781.0,82.22291666666666
X230200623,008906,008071,QB202000,202303,20230215144950,N,N,B,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,9788.06,5.0,50070.3,84.61266874,3.439201296,75.38231353,3.860321956,1.0,50070.3,963.0,2239,81482.0,168781.0,80.20625
X230200626,010080,008906,QB202000,202303,20230215150512,N,N,Z,QZA,LC,N,N,N,786182,N,Q01,N,20.0,22.0,N,Y,N,N,30.0,8781.23,30.0,270216.9,55.01984127,5.379877389,64.70043,4.574930955,2.0,270216.9,252.0,2093,13865.0,135418.0,85.02430555555556
X230200628,008906,008071,QB202000,202303,20230215145018,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,23.0,9279.56,168.0,1578628.08,84.61266874,3.462838418,75.38231353,3.886853378,1.0,1578628.08,963.0,2239,81482.0,168781.0,82.22291666666666
X230200629,010988,010988,QB202300,202303,20230215151718,N,N,M,QZA,T0,N,N,N,784920,N,N,N,20.0,23.0,N,Y,N,N,48.0,6741.58,48.0,323595.84,65.85714286,4.327548807,56.66350711,5.029692205,1.0,323595.84,7.0,422,461.0,23912.0,73.90486111111112
X230200630,008906,008071,QB202000,202303,20230215150930,N,N,J,QZA,MC,N,N,N,YX9595,N,Q01,N,20.0,23.0,N,Y,N,N,15.0,9019.66,145.0,1381752.7,84.61266874,3.498294102,75.38231353,3.926650512,1.0,1381752.7,963.0,2239,81482.0,168781.0,84.86805555555556
X230200641,039574,008906,QB202000,202303,20230215154705,N,N,B,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,30.0,8351.83,130.0,1198737.9,50.40384615,5.813048455,64.70043,4.528563411,8.0,1198737.9,52.0,2093,2621.0,135418.0,82.22291666666666
X230200642,A07156,008906,QB202000,202303,20230215160157,N,N,J,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,8131.48,18.0,150434.64,68.43717277,4.120567647,64.70043,4.358549085,6.695,150434.64,382.0,2093,26143.0,135418.0,70.94444444444444
X230200646,A07156,008906,QB202000,202303,20230215160956,N,N,B,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7995.88,18.0,147993.84,68.43717277,4.281299009,64.70043,4.528563411,25.0,147993.84,382.0,2093,26143.0,135418.0,82.06388888888888
X230200647,A07156,008906,QB202000,202303,20230215161145,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,8725.86,199.0,1914336.39,68.43717277,4.237463183,75.38231353,3.847056244,25.0,1914336.39,382.0,2239,26143.0,168781.0,78.96458333333334
X230200648,A07156,008906,QB202000,202303,20230215161153,N,N,J,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,8364.26,22.0,188985.72,68.43717277,4.281299009,75.38231353,3.886853378,25.0,188985.72,382.0,2239,26143.0,168781.0,82.06388888888888
X230200649,A07156,008906,QB202000,202303,20230215161248,N,N,J,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,20.0,10838.96,20.0,221299.2,68.43717277,4.281299009,75.38231353,3.886853378,30.0,221299.2,382.0,2239,26143.0,168781.0,82.06388888888888
X230200653,A07156,008906,QB202000,202303,20230215161901,N,N,J,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,13.0,11471.76,13.0,152070.88,68.43717277,4.281299009,75.38231353,3.886853378,24.0,152070.88,382.0,2239,26143.0,168781.0,82.22291666666666
X230200654,A07156,008906,QB202000,202303,20230215160201,N,N,Z,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7961.98,18.0,147383.64,68.43717277,4.281299009,64.70043,4.528563411,25.0,147383.64,382.0,2093,26143.0,135418.0,82.22291666666666
X230200656,A07156,008906,QB202000,202303,20230215162828,N,N,B,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7206.01,18.0,133776.18,68.43717277,4.281299009,66.61853448,4.398175407,25.0,133776.18,382.0,1856,26143.0,123644.0,82.22291666666666
X230200660,A07156,008906,QB202000,202303,20230215162202,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,5.0,8929.26,107.0,894862.82,68.43717277,4.281299009,75.38231353,3.886853378,100.0,894862.82,382.0,2239,26143.0,168781.0,82.22291666666666
X230200662,007821,008906,QB202000,202303,20230215163208,N,N,Z,QZA,X0,N,N,N,786182,N,Q03,N,20.0,22.0,N,Y,N,N,20.0,6810.51,20.0,137792.2,23.50387597,12.46602902,66.61853448,4.398175407,26.0,137792.2,129.0,1856,3032.0,123644.0,82.06388888888888
X230200663,A07156,008906,QB202000,202303,20230215162316,N,N,J,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,35.0,7577.78,48.0,375389.39,68.43717277,4.281299009,64.70043,4.528563411,26.0,375389.39,382.0,2093,26143.0,135418.0,82.22291666666666
X230200664,A07156,008906,QB202000,202303,20230215162107,N,N,Z,QZA,LC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,22.0,7894.18,22.0,178643.96,68.43717277,4.281299009,64.70043,4.528563411,50.0,178643.96,382.0,2093,26143.0,135418.0,82.22291666666666
X230200667,A07156,008906,QB202000,202303,20230215161855,N,N,Z,QZA,MC,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,8138.26,18.0,150556.68,68.43717277,4.281299009,75.38231353,3.886853378,100.0,150556.68,382.0,2239,26143.0,168781.0,82.22291666666666
X230200668,A07156,008906,QB202000,202303,20230215163705,N,N,B,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,18.0,7228.61,164.0,1221064.44,68.43717277,4.281299009,66.61853448,4.398175407,200.0,1221064.44,382.0,1856,26143.0,123644.0,82.22291666666666
X230200672,A07156,008906,QB202000,202303,20230215164349,N,N,B,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,60.0,7494.16,96.0,742559.16,68.43717277,4.281299009,66.61853448,4.398175407,60.0,742559.16,382.0,1856,26143.0,123644.0,82.06388888888888
X230200674,032832,032832,QB202300,202303,20230215165324,N,N,B,QSA,TG,N,N,N,784920,N,Q01,N,20.0,23.0,N,Y,N,N,30.0,11139.54,30.0,336559.2,92.66666667,3.14028777,47.7625,6.092645904,50.0,336559.2,6.0,80,556.0,3821.0,80.20625
X230200677,A07156,008906,QB202000,202303,20230215165428,N,N,B,QZA,X0,N,N,N,786182,N,Q01,N,20.0,23.0,N,Y,N,N,25.0,8273.86,109.0,932857.94,68.43717277,4.281299009,66.61853448,4.398175407,25.0,932857.94,382.0,1856,26143.0,123644.0,82.06388888888888
X230200682,010080,008906,QB202000,202303,20230215165158,N,N,Z,QZA,X0,N,N,N,786182,N,Q01,N,20.0,22.0,N,Y,N,N,10.0,7138.21,15.0,109615.65,55.01984127,5.379877389,66.61853448,4.44320792,100.0,109615.65,252.0,1856,13865.0,123644.0,85.02430555555556
X230200684,008049,008049,QB202100,202303,20230215170341,N,N,Z,QZA,L0,N,N,N,784580,N,N,N,20.0,23.0,N,Y,N,N,100.0,5006.0,1451.0,7146265.1,78.83673469,3.678488222,54.24759615,5.345858998,100.0,7146265.1,98.0,832,7726.0,45134.0,78.96458333333334
